logFC	logCPM	LR	PValue	FDR
ETV5	0.959239912517506	5.02915372514619	57.0385242778968	4.27357843644006e-14	1.50376052934881e-13
PDZRN4	-2.35471659633343	1.78251018470932	57.0162680587985	4.32221694703411e-14	1.52018036889975e-13
POLG	0.420382299726916	5.73495706039604	57.0053662105533	4.34624344517619e-14	1.52793279837495e-13
RCN3	0.984746546394189	5.70839880403489	56.9972421154852	4.36423493163394e-14	1.53355749605886e-13
CELSR2	-1.02686184563387	7.45241473501686	56.9759228971201	4.41180327260888e-14	1.54908765257828e-13
ZFX	-0.581962715141281	5.90740670925154	56.9752082638544	4.41340674728956e-14	1.54908765257828e-13
POSTN	-1.24012043994847	10.2998353676444	56.9747357789753	4.41446721620568e-14	1.54908765257828e-13
TSPAN9	-0.580029425804001	6.59776157695462	56.8861612815566	4.61784026838588e-14	1.6197153633851e-13
C1QTNF3	-1.40858925813162	4.96276026179324	56.8700392278213	4.6558536553267e-14	1.63230497688343e-13
FSTL3	-0.98328244477189	4.8352278478257	56.8060034031396	4.80995744118221e-14	1.68556496766781e-13
MXD4	-0.540854461836829	6.39444966616593	56.7786061244094	4.87743882481624e-14	1.70843500965697e-13
PISD	-0.681424881649645	5.40949374537215	56.7655435085735	4.90994562544363e-14	1.71903917100002e-13
TCEA3	-0.860432300450931	6.14044263283452	56.739440668493	4.97555433258633e-14	1.74121785484464e-13
HPGD	-2.50119021688332	4.67832304322606	56.6998170884228	5.07682729844872e-14	1.77585158431425e-13
SCPEP1	0.716967750972523	7.07248153895148	56.6690224925603	5.15695668259736e-14	1.80306128516426e-13
PNPO	-0.543617569677541	6.31617752100019	56.6422382329862	5.22767920117532e-14	1.82695879118696e-13
TPPP3	-1.37116497008857	4.38853171549901	56.6194686683078	5.2885637498432e-14	1.84739801769704e-13
GPBP1	-0.356415422401798	7.05999230041043	56.531465935079	5.53062308031027e-14	1.93107787280312e-13
AKIRIN1	0.416704854021424	6.14613211596415	56.5162968321363	5.57345328645602e-14	1.94515035595761e-13
TDG	0.431549841131703	5.37938062418829	56.5016323159733	5.61517425591387e-14	1.95882313530951e-13
HMGB3	0.952426611724946	6.46261568270382	56.4681489293114	5.71161052495811e-14	1.99156202136107e-13
TBC1D20	-0.374315627903822	6.23381223617258	56.4589818672505	5.73830055371306e-14	1.99996269638012e-13
CP	1.80036239933599	6.86181243617178	56.4390796267384	5.79667655830315e-14	2.01939424535638e-13
TOX3	-1.85649891683242	4.78774177299283	56.3707059620818	6.00179070118886e-14	2.08990441467449e-13
GNS	-0.510760829272729	8.24906297580472	56.3563813595902	6.0456747274017e-14	2.10423371276066e-13
ATP5G2	-0.512610841514608	8.23507297884372	56.3038594151636	6.20934252245031e-14	2.16022268776977e-13
POLR2H	0.542443529827797	5.62913645040952	56.2810387941161	6.28183031684856e-14	2.18445400223203e-13
C14orf167	-0.574488583094724	5.65008680999457	56.2482271360913	6.3875402343578e-14	2.22016018375281e-13
ARRB1	-0.864091223070611	5.37233772526367	56.2473846136946	6.39027791556854e-14	2.22016018375281e-13
ZFR	0.336014338996609	7.12906811434593	56.2224976483437	6.47167699233114e-14	2.24742630419294e-13
TMPRSS13	0.950640305230835	4.83774077771867	56.1741129949801	6.63291228901131e-14	2.30238014937322e-13
TRABD	0.584236095569058	5.1089658209136	56.1426415300495	6.7399378998824e-14	2.3384759752679e-13
ITGA3	-0.86338486379479	6.73403055280305	56.0718580342553	6.9870087959873e-14	2.42310723965343e-13
SMCR7L	0.396418164444758	5.86725084751704	56.0693520571521	6.99592012315357e-14	2.42510531418998e-13
PLAUR	0.893898582338569	5.2296591986589	56.0604126023501	7.02780182557511e-14	2.43506058753838e-13
ARHGAP1	-0.38716928032032	7.68469198207472	56.0427329382562	7.09128333745274e-14	2.45595098583215e-13
C19orf28	0.548422317987143	5.82377170743434	56.0247630736977	7.15639484756915e-14	2.47738686742063e-13
ATP1A1	0.575990940449391	9.80253903894347	56.0202589708784	7.1728084334523e-14	2.48195290468087e-13
IK	-0.339166181532964	7.1354619559998	56.0139280758825	7.19594280859316e-14	2.48883933887506e-13
TAF1D	0.613940914745393	5.35212342261372	56.0028891674825	7.23645994542216e-14	2.50172901301326e-13
USP19	-0.367144437663571	6.18370391370301	55.9354803271604	7.48887758157073e-14	2.58783072264421e-13
BCAS3	-0.581173688458227	5.04465850907732	55.924739678847	7.52990263858977e-14	2.6008398570885e-13
EEF2K	-0.539905361757766	6.50402988477877	55.8791519493492	7.70654750301565e-14	2.66065960653442e-13
SFN	1.004211694071	5.43050295093704	55.863773192599	7.76706813261863e-14	2.68035219870152e-13
RTN1	-1.45404328061917	4.61517968906433	55.8611059189611	7.77761304803691e-14	2.6827886584604e-13
SFRS6	-0.377519510834521	7.7509253221126	55.8473339770705	7.83228799674758e-14	2.69940634566613e-13
WDFY3	-0.532908637031607	6.44054289726108	55.8472051205974	7.83280137189004e-14	2.69940634566613e-13
RETSAT	-0.822589589491753	7.27188739775097	55.8395646883191	7.86330176560393e-14	2.7087051585407e-13
SELT	-0.472988344216755	7.18018801006313	55.8259996786852	7.9177459874349e-14	2.72574419511142e-13
PRPSAP1	0.495009451310866	5.80896169296716	55.8254782167222	7.91984642741168e-14	2.72574419511142e-13
SNHG6	0.779858252517604	6.00599296843671	55.8184198802788	7.94833219566215e-14	2.73432571824856e-13
POGK	0.49840054351129	7.04830266281142	55.7984520231142	8.02947417227378e-14	2.7610058799614e-13
F2R	-0.793297204834329	6.44860866850323	55.7844015828239	8.08706625605934e-14	2.77956799577682e-13
ABHD14B	-0.621636598919593	6.40790413896725	55.7575456816604	8.19829986195675e-14	2.81654219710866e-13
VPS37B	0.512859922169877	5.57669150947189	55.6959703028967	8.45915014249898e-14	2.90486159442907e-13
STRAP	0.467991785867394	7.35479388380922	55.6819294259586	8.51978451602457e-14	2.92348430633906e-13
NSUN2	0.448209671734827	6.63891762179424	55.6816547126868	8.52097517005434e-14	2.92348430633906e-13
KRT6A	2.26364644336125	5.55665839200732	55.6706845970845	8.56865783638673e-14	2.93853437337824e-13
CHAD	-2.31577691874438	5.5291290847547	55.6558585715973	8.63352510753372e-14	2.95946170093064e-13
PPAT	0.631657605588634	5.05484862167691	55.5853462537733	8.94882235654421e-14	3.06617638286755e-13
EHBP1	0.561969120689145	5.82930775455775	55.5670831532914	9.03234802727874e-14	3.09341848140654e-13
EHBP1L1	0.550501277733853	5.67728661753853	55.5006259212442	9.3429261297652e-14	3.19836319577867e-13
ADM	1.24602258577654	3.94891594257604	55.4867494831377	9.40911210987043e-14	3.21958907261744e-13
C10orf18	0.744363948324666	7.24649353404633	55.4662075016801	9.50795278275414e-14	3.25196483671364e-13
TMEM57	-0.420526656367185	6.14957811161448	55.387850790552	9.89461150878833e-14	3.382709325318e-13
ABCA12	-2.2433843607092	4.42499456514085	55.3335128720028	1.01719479159842e-13	3.47597989370451e-13
TBC1D17	-0.454652647495035	5.62856850481841	55.3055905165705	1.03174731907237e-13	3.52414490219087e-13
RGS10	0.660615203841662	5.55651881039643	55.2896354702985	1.04015608073762e-13	3.55129120425674e-13
CHMP1A	0.493131653375146	6.68584239978591	55.2873246076535	1.04137964279463e-13	3.55389267281733e-13
FRMD4A	0.703832813365319	5.70975649805181	55.2428159267358	1.06522924784777e-13	3.63367300805492e-13
STK24	0.473945392581442	7.35001388755114	55.2387102789104	1.06745656831598e-13	3.6396581574246e-13
AFTPH	-0.397857749397521	6.837882034952	55.13528754699	1.12512701578412e-13	3.83459623484812e-13
DARS	0.353504626910871	6.70427422125402	55.0977220151353	1.14683744707956e-13	3.90685907303786e-13
CRTAC1	1.75650371287823	2.68507219729841	55.0913826546286	1.15054230317788e-13	3.91774665730497e-13
TNRC18	-0.528436060025049	7.56536295010536	55.075858063734	1.15966585494105e-13	3.94706782369195e-13
HLA-H	0.933759776736043	6.34095841526891	55.057022954387	1.17083219239978e-13	3.9833128808157e-13
CCNC	0.481858949501531	6.246424914323	54.9982043031408	1.20639995506474e-13	4.10250585425948e-13
TLR2	0.766472865960669	4.50185051667441	54.9965103315999	1.20744016471181e-13	4.10423038768928e-13
USP10	0.390569447516757	6.57515610752549	54.9949172860598	1.2084192179979e-13	4.10574561313585e-13
COX15	-0.340377702725932	5.89824920304604	54.9933448280649	1.20938639760447e-13	4.10721917739605e-13
KCTD21	-0.777401637972446	4.76167462901778	54.9808511727317	1.21709850911364e-13	4.13158792842412e-13
MAN1A1	-1.08769422292324	6.5064910434267	54.9786156310809	1.21848365055747e-13	4.13446700116438e-13
ACTR2	0.372574508285901	8.66465761077314	54.9481300117445	1.2375307127822e-13	4.19724623687672e-13
NOB1	0.497141025177269	5.76189209051992	54.9349927677458	1.24583029389745e-13	4.22353475681043e-13
MLLT10	0.48985428036404	5.33643890615223	54.9108495647757	1.26122849817123e-13	4.27385484481527e-13
LTBP1	0.893874720376598	6.73821636040819	54.9092305851343	1.26226784831993e-13	4.27549501285313e-13
CDON	-0.871231679024816	5.36310494742717	54.9045733958043	1.26526244483509e-13	4.28375354564001e-13
KTN1	-0.45563690175166	8.41493282686118	54.8944609410057	1.27178930328301e-13	4.30395861361579e-13
ALOX15B	-2.6279858726984	5.73157366934329	54.8337851147214	1.31166477926434e-13	4.43695392599129e-13
CPSF1	0.565728791574419	6.61732032287105	54.816835776199	1.32302557419448e-13	4.47341848736201e-13
SARM1	-0.690929222569413	4.92786226410853	54.8136326290598	1.32518361422594e-13	4.47874830813236e-13
POLR1B	0.437441446167639	5.46953781152321	54.7789694804181	1.34876354386341e-13	4.55644165169128e-13
CDH11	-1.00644802353015	7.08259063141565	54.6742413000808	1.4225870183126e-13	4.8037269535038e-13
HSP90B1	0.427618798386918	10.0254360794179	54.6441549486868	1.44453315829016e-13	4.87569521511439e-13
SERPINH1	0.701937243460473	8.17681356873135	54.5532812689502	1.51289830088304e-13	5.10420859706332e-13
RAB7L1	0.676288301396217	5.45999493674943	54.5342339698233	1.52763316604327e-13	5.15166348899131e-13
COASY	-0.503754003530672	6.31298161098796	54.427506531017	1.61289348418575e-13	5.43680688911825e-13
ARPC1A	0.37349952425129	7.17994322796226	54.3457430502381	1.68141851691525e-13	5.66531341870043e-13
USP8	-0.46556580039244	6.26581241093474	54.3389845658687	1.68721141600718e-13	5.68234500955349e-13
KLHL7	0.542114334783242	5.32058197777616	54.3264062259037	1.69804590950496e-13	5.71633382478298e-13
ZC3H14	-0.333949034177121	6.20876940838054	54.2890207408287	1.7306610116992e-13	5.82358353543363e-13
DUS1L	0.573818712755523	6.43588853081349	54.2736015392059	1.74429462449346e-13	5.8668957247598e-13
PNMA1	-0.474681568514091	5.78405738614318	54.260533669055	1.75593329828718e-13	5.90346308450348e-13
LRRC32	-0.854573546024642	5.80237487500125	54.2559904844288	1.75999778492862e-13	5.91454515328042e-13
CAPS	1.29376450297895	5.32109195639603	54.1704379555889	1.83831817000548e-13	6.17504868711701e-13
USP25	0.784769294623119	6.133557269932	54.1660749437752	1.84240453053273e-13	6.18607609270452e-13
UQCRFS1	0.454789598705408	6.51231889463485	54.1592062156018	1.84885614991421e-13	6.20503203931539e-13
HEBP2	0.730591283238785	6.70184602186181	54.0627631640864	1.94186642640866e-13	6.51434841695872e-13
SERTAD3	-0.575638470613721	5.5849287277521	53.9983132668535	2.00661792940232e-13	6.72863738609253e-13
CNTNAP2	-1.94771091849831	5.15289088237259	53.9895337371078	2.01560416338119e-13	6.75582779881228e-13
CSPG4	1.04499392366789	5.81615334961956	53.9856206878873	2.01962230363704e-13	6.7663499198005e-13
FAM195B	0.564755877204516	6.1291665249741	53.8172629112505	2.20030925713944e-13	7.36849976977668e-13
YIPF1	-0.506528911550014	5.85781162324369	53.8097801937872	2.20870513744256e-13	7.3934003709436e-13
PYGB	0.578126386888437	7.90793128514944	53.7728050098152	2.25066558044636e-13	7.53058422592635e-13
CYC1	0.655059870617601	6.92704169191027	53.743488506653	2.2845009463977e-13	7.6404747116924e-13
CTDSPL	-0.523929949382448	6.20512681425584	53.736254003456	2.29292858573465e-13	7.66533095161576e-13
FMR1	0.399935852716943	6.08001332761077	53.7090606953055	2.32488588134167e-13	7.76879184047288e-13
MYO6	-0.679204211498617	8.05092010029438	53.7013344990493	2.3340466610453e-13	7.79601962836778e-13
TRAPPC3	0.374327752242449	6.0599010455194	53.6723953217982	2.36868137194694e-13	7.90827314944472e-13
CDCA7L	0.930189798492517	5.1351936247865	53.6566432623648	2.38774926248263e-13	7.9684792249041e-13
LAPTM4B	0.939942486144413	7.89687245874123	53.638942856773	2.40935895458569e-13	8.0371120413151e-13
DENND3	0.645199642548862	4.47537849303203	53.5409387275262	2.5325985128827e-13	8.44455433117536e-13
PGM1	0.701236422943508	6.47846447791275	53.4992184392937	2.58695730170355e-13	8.62207111074271e-13
NAPA	-0.523031393422356	7.58053295667262	53.4970046131934	2.58987417155882e-13	8.62805765765097e-13
ZNF43	-0.699069829595073	5.40021413220997	53.4492633039732	2.65358360965226e-13	8.83647932989307e-13
KSR1	0.801746878396013	4.44042504591277	53.4305094790221	2.67903695830047e-13	8.91738242194351e-13
GLYATL2	1.75134315830695	4.4433752821904	53.3981938811358	2.72347133495826e-13	9.05827696780392e-13
FAM65C	-1.19718469406385	2.76649142799563	53.3980153764799	2.72371881808885e-13	9.05827696780392e-13
SCGB2A1	-3.04744727759081	4.82772159453499	53.3802742217929	2.74842817571313e-13	9.13650627150923e-13
MRPL14	0.626766706740922	5.57340768921684	53.3091428326949	2.84977104075453e-13	9.46930826187706e-13
PODN	-1.13977923427186	6.11939688029222	53.3065684101925	2.85350819087873e-13	9.47763570387201e-13
SOAT1	0.651390380294764	5.42872197959454	53.3032811451046	2.8582872657228e-13	9.48941511806806e-13
BCAR3	-0.860740787316714	5.3831976467267	53.2628939033003	2.91766064773e-13	9.68235746847985e-13
MBD6	-0.493134280753731	6.14810058893892	53.2358033386778	2.9581765286014e-13	9.81258125536499e-13
EGLN1	0.501509853049913	6.29286096304297	53.2343655306794	2.96034253776836e-13	9.81553712242835e-13
FBXO32	0.953298920592766	6.39672137478505	53.2026633789276	3.0085060970246e-13	9.97093777055205e-13
TM7SF3	0.574075022808491	6.6169030040146	53.1482426476007	3.09302032881682e-13	1.02466280170227e-12
RGS5	-1.27808293788537	7.80920177009914	53.0791245051776	3.20379271623229e-13	1.06090323106548e-12
PGRMC1	0.476224424967388	7.65978436884774	53.0560589533713	3.24163528398585e-13	1.07297291708543e-12
DKFZP586I1420	-0.683231202573562	4.33676037363895	53.0405656634934	3.26730519715504e-13	1.0810048436999e-12
H2AFJ	-1.15967082858417	6.98039854358558	53.0225487926578	3.29741219357165e-13	1.09049727140499e-12
STX6	0.444028463560228	6.52006700080082	52.8446505724283	3.6100054135118e-13	1.19336331810336e-12
MATR3	-0.280321417006263	8.76452841979946	52.7974246902926	3.6978580050381e-13	1.22188020518405e-12
KRTCAP3	0.933741969082792	4.74355960091778	52.7687983533063	3.75214867076582e-13	1.23928754252364e-12
SUMO1	0.376124544530233	7.12764044904656	52.7326053109015	3.82193298777756e-13	1.26179511461833e-12
DNAJA4	-0.848996502424497	6.30061233079172	52.6599043626078	3.96605780307183e-13	1.30881607483283e-12
NFIC	-0.541221329916853	5.89437910616441	52.6539220546123	3.97815675870067e-13	1.31224631042144e-12
MRS2	0.401903285836207	5.54816671268731	52.6492585807057	3.98761404209698e-13	1.31480259143917e-12
HHLA1	0.906441831668727	2.84128445203398	52.6447424846494	3.99679389254009e-13	1.31726524737441e-12
RBMS1	0.622351834170686	6.37544151905982	52.6396223169302	4.00722721829679e-13	1.32013873999431e-12
SERPINB1	-0.511669075740319	5.8555336598952	52.5989803030392	4.0910157174915e-13	1.34716552647421e-12
BCR	0.411845803664585	6.59041258347007	52.5864935023641	4.11710916000879e-13	1.35517842765745e-12
WDR75	0.412953739429726	5.90445470120678	52.5506881971928	4.1928579745526e-13	1.3795219464137e-12
PPP3R1	0.330286739924718	6.7336239633529	52.5142433902332	4.27139203698916e-13	1.40476067034513e-12
ST6GALNAC2	-1.11093451844933	5.84666613839778	52.4741961901125	4.35938724605808e-13	1.43308806180193e-12
MRPS15	0.569632928178157	6.11192130956391	52.4636731632506	4.38280880193184e-13	1.44017264046407e-12
DNAJC1	-0.912175316479381	6.50035452372567	52.4386045776916	4.43911358623597e-13	1.45805185582042e-12
AKAP9	-0.724702854024616	7.39351376977863	52.4264328285443	4.46671215895723e-13	1.46649112630327e-12
EXOSC4	0.749000888808754	4.66269762517651	52.3787686153786	4.57645004478867e-13	1.50187932203018e-12
TXNRD1	0.595277903115102	6.71645462425884	52.3494843917658	4.6452052029497e-13	1.52379356018363e-12
C8orf85	1.48795267103935	6.11853363559401	52.3284895936341	4.69513324845595e-13	1.53951579556484e-12
SLC39A11	-0.776008482775631	6.56338891154337	52.2775213169853	4.81858736579497e-13	1.57932329200747e-12
PLS3	0.718730734050586	7.50783915849799	52.2736156119191	4.8281805931965e-13	1.5817941441285e-12
PDGFRB	-0.760713641045187	7.7884294818985	52.251605088962	4.88260146737655e-13	1.59894294756836e-12
SH3KBP1	0.712149158080241	5.76686154567535	52.2069462597533	4.99491359794021e-13	1.63502720197881e-12
EIF4G1	0.391738802515552	8.93093293617077	52.1878731872457	5.04366470182351e-13	1.6502836608304e-12
ORMDL3	-0.768379535715574	7.01903078228346	52.0982987238044	5.27906466777957e-13	1.72657259461491e-12
DDX47	0.358128211912003	5.99075023038528	51.8594832653222	5.9618032108256e-13	1.94904131295738e-12
CHERP	0.374107792203053	6.13182626203456	51.8288350658413	6.05559253568978e-13	1.97886277301679e-12
C14orf4	-0.51796397011181	6.38687413885278	51.7842653575118	6.19462538486982e-13	2.02343745600818e-12
GBP4	1.09057519249234	6.15866795002464	51.7365987280076	6.3468557336762e-13	2.07228338819224e-12
LARGE	-0.770050159185958	5.30708798810963	51.6953182169624	6.48171263060925e-13	2.11541778478426e-12
RPS20	0.635087311132256	9.92840826937492	51.6865134296312	6.51084544449733e-13	2.12402538462648e-12
LOXL1	-0.960480608453811	5.81944053005809	51.6736128404909	6.55376702967421e-13	2.13712208223049e-12
SCARB2	-0.408304418299172	8.58523789080035	51.6643979315938	6.58459922851381e-13	2.14626712363793e-12
ADPRHL2	0.435699901271515	5.32573898302333	51.638114172027	6.67334192371102e-13	2.17427251251169e-12
EFHA1	-0.449319180846907	5.7782214721809	51.5927911217737	6.82918799428015e-13	2.22410822199505e-12
LRRC41	0.343079427863465	6.77666173735959	51.5446738905464	6.99862972364509e-13	2.27832770580734e-12
POLR2B	0.412891095656411	7.2452679690288	51.5010809491398	7.15576889104327e-13	2.32849808504405e-12
METAP1	0.386772545862879	5.98778316820165	51.4115024836701	7.48984115375169e-13	2.4361760474328e-12
PTP4A3	0.736817919466583	4.93521085353853	51.3992675582739	7.53666534232789e-13	2.45037105027797e-12
C9orf91	-0.54046630839833	5.87647309860509	51.3937157400438	7.5580091724585e-13	2.45627322156007e-12
CDC34	0.502467801312312	5.25593101016878	51.3913481898812	7.56712954865772e-13	2.45819959473062e-12
